SMILES,Molecule Name,pxr_pEC50,adme_log_hlm_clint,adme_log_rlm_clint,adme_log_mdr1_mdck_er,adme_log_solubility_ph68,adme_log_ppb_human_unbound,adme_log_ppb_rat_unbound
CCN(CC)C(=O)N1CCC(C(=O)O)CC1,,,0.675686709,1.027920136,0.644040283,1.779452183,,
CCN(CC)C(=O)N1CCCN(C(=O)N(CC)CC)CC1,,,1.835956773,2.843747147,0.654039339,1.686546899,,
CCN(CC)C(=O)Oc1cccc2cccnc12,,,1.313403163,2.275953681,,,,
CCN(CC)C(=O)c1ccc(C2=CC3(CCNCC3)Oc3cccc(O)c32)cc1,,,0.954290762,1.818423855,1.319525011,,,
CCN(CC)C(=O)c1ccc(NC(C)=O)cc1,,,0.675686709,1.409070438,0.290552817,1.539076099,,
CCN(CC)C(=O)c1ccccc1Cn1cc(-c2cnc(F)cc2C)nn1,OADMET-0005449,5.32,,,,,,
CCN(CC)C(=S)SSC(=S)N(CC)CC,OADMET-0003753,1.76,,,,,,
CCN(CC)C(CNS(=O)(=O)c1ccc2c(c1)CCCC(=O)N2)c1ccco1,OADMET-0005238,4.73,,,,,,
CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,OADMET-0003603,5.2,,,,,,
CCN(CC)CC(=O)N1CCC(n2c(=O)[nH]c3ccccc32)CC1,,,0.675686709,1.371104822,,1.688864568,,
CCN(CC)CC(=O)Nc1c(C)cc(C)cc1C,OADMET-0002007,4.83,,,,,,
CCN(CC)CC(=O)Nc1c(C)cccc1C,OADMET-0001944,3.13,,,,,,
CCN(CC)CC(=O)Nc1ccc(Oc2ccc(C)nn2)cc1,,,0.675686709,1.499824496,0.210627141,,,
CCN(CC)CC(=O)O,OADMET-0002159,1.99,,,,,,
CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,OADMET-0003607,3.59,,,,,,
CCN(CC)CCCNc1c2c(nc3ccccc13)CCC2,,,,,,1.405687787,,
CCN(CC)CCCNc1ncc(-c2cc(C)no2)c(-c2ccco2)n1,,,0.710202015,2.493877504,1.242365666,1.843544212,,
CCN(CC)CCN,OADMET-0002051,2.01,,,,,,
CCN(CC)CCNC(=O)COc1ccc(OC)cc1,OADMET-0001954,2.28,,,,,,
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,OADMET-0003585,1.74,,,,,,
CCN(CC)CCNC(=O)c1ccc(NC(C)=O)cc1,OADMET-0001971,2.84,,,,,,
CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,OADMET-0003811,4.56,,,,,,
CCN(CC)Cc1ccc2cc(COC(=O)Nc3ccc(C(=O)NO)cc3)ccc2c1,,,0.900913068,2.355369136,1.354911115,1.89187183,,
CCN(CC)Cc1cccc(/C=C/c2nc3ccc(F)cc3c(=O)n2-c2ccccc2Cl)n1,,,1.84105899,2.71229522,0.925585766,1.829368108,,
CCN(CC)Cc1cnc(NC(=O)c2ccccc2)s1,,,0.675686709,2.284299862,,,,
CCN(CC)S(=O)(=O)c1cc(C)c(C)c(NCc2nnc3n2CCOC3)c1,OADMET-0004722,4.49,,,,,,
CCN(CC)S(=O)(=O)c1ccc(OC(C)C)c(NS(=O)(=O)N(C)C2CCCC2)c1,OADMET-0003266,6.18,,,,,,
CCN(CC)S(=O)(=O)c1ccc2c(c1)CCN2CC(=O)NCc1ccccc1F,,,2.527626035,3.254931209,0.9964933,1.640580806,,
CCN(CCO)Cc1nc2cc(OC)c(OC)cc2c(=O)[nH]1,,,0.675686709,1.027920136,1.494803466,,,
CCN(CCOC)C(=O)Nc1ccc2occc(=O)c2c1,,,0.992420956,1.514640711,0.120116855,,,
CCN(Cc1ccc2c(c1)OCO2)C(=O)NCc1nnc2n1CCCCC2,OADMET-0005997,5.11,,,,,,
CCN(Cc1ccccc1)C(=O)c1ccc(O)cc1O,,,0.675686709,2.860846881,-0.081098938,1.669316881,,
CCN(Cc1ccccc1)C(=O)c1cccnc1N,,,0.675686709,2.23981482,-0.187283487,1.564666064,,
CCN(Cc1ccccc1Cl)C(=O)c1ccccc1OCC(=O)N(C)C,OADMET-0003136,5.12,,,,,,
CCN(Cc1cccs1)C(=O)CN1CCC(n2c(=O)[nH]c3ccccc32)CC1,,,2.17829189,3.447533999,,,,
CCN(Cc1ccncc1)C(=O)C(CO)c1ccccc1,OADMET-0001966,4.59,,,,,,
CCN(Cc1ccncc1)C1CN(C(=O)CC2CCN(C(C)=O)CC2)C1,OADMET-0001380,2.42,,,,,,
CCN(Cc1ccncc1)C1CN(C(=O)c2ccn(CC)n2)C1,OADMET-0001381,4.44,,,,,,
CCN(Cc1ccncc1)[C@@H]1CN(C(=O)c2ccccc2)C[C@H]1O,,,1.654744316,2.557970122,1.571721154,2.061452479,,
CCN(Cc1cnn(C(C)C)c1)C(=O)NCCC(C)(C)OC,,,0.751587005,2.211504986,1.235613737,,,
CCN(Cc1cnn(CC)c1)C(=O)NCC1CCN(C)CC1,OADMET-0001000,2.65,,,,,,
CCN(Cc1nc(C(C)C)no1)S(=O)(=O)c1cc(-c2ccno2)cs1,OADMET-0000999,4.84,,,,,,
CCN(Cc1nc(C)no1)C(=O)c1cc(C)c(C)n(C)c1=O,,,0.675686709,1.027920136,1.917146338,,,
CCN(Cc1nc2c(cnn2C)c(=O)[nH]1)Cc1nc(COC)no1,OADMET-0001094,3.09,,,,,,
CCN(Cc1nc2cc(Cl)ccc2c(=O)[nH]1)C(=O)COc1ccccc1Cc1ccccc1,,,2.352111095,3.167441401,,0.086359831,,
CCN(Cc1nnc(-c2ccccc2OC)o1)c1cccc2ccccc12,OADMET-0002962,5.88,,,,,,
CCN(c1cc(-c2ccc(CN3CCOCC3)cc2)cc(C(=O)NCc2c(C)cc(C)nc2O)c1C)C1CCOCC1,,,2.116381905,2.72053057,1.780028125,1.691965103,,
CCN(c1ccc(C(C)C)cc1)S(=O)(=O)c1ccccc1,,,,,-0.287352908,-0.187086643,,
CCN(c1ccccc1)S(=O)(=O)c1ccc(C(=O)Nc2ccccc2C(C)=O)cc1,,,,,0.0722319,-0.346787486,,
CCN(c1ccccc1)S(=O)(=O)c1ccc(C(F)(F)F)cc1,,,,,,0.146128036,,
CCN(c1cccnc1)S(=O)(=O)c1cccc(OC)c1OC,OADMET-0005794,4.71,,,,,,
CCN1C(=O)C(=O)N(Cc2sc3ccccc3c2Cl)C1=O,,,,,,-0.522878745,,
CCN1C(=O)C(C)(C)COc2cc(NS(=O)(=O)c3cc(C)c(C)cc3OC)ccc21,,,2.648072874,3.969621762,,,,
CCN1C(=O)CC[C@H](C(=O)N2CCc3cc(F)cc(C)c3C2)[C@H]1c1ccncc1,,,2.266933388,2.675200731,1.71058657,1.846646329,,
CCN1C(=O)c2ccc(C(=O)N3CC(C(C)C)Cc4cc(OC)ccc43)cc2S1(=O)=O,OADMET-0002821,5.52,,,,,,
CCN1CC(C(=O)NCCCc2nc(C)c(C)s2)CC1=O,OADMET-0001255,3.39,,,,,,
CCN1CC(CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O,OADMET-0003809,4.67,,,,,,
CCN1CCC(CCNc2ncc(C)c(N(C)C)n2)CC1,,,0.675686709,2.509163528,1.061672147,,,
CCN1CCC(CNC(=O)c2cc(C)nc3cc(F)ccc23)CC1,,,0.675686709,1.027920136,1.404609905,1.57054294,,
CCN1CCC(N(C)c2ncnc3c2cnn3C)CC1,,,2.181949292,1.567955163,0.002661153,1.614897216,,
CCN1CCC(Nc2nc(C)cc(C)c2C#N)CC1,,,0.827821428,3.396260039,0.093630466,1.63748973,,
CCN1CCC(Nc2ncnc3c2cnn3C)CC1,,,1.802363174,1.340265601,0.603701577,1.511482289,,
CCN1CCC(Oc2ncnc3c2c(C)c(C)n3C2CCCCC2)CC1,,,1.500785173,2.860599702,,,,
CCN1CCC(n2cc(CNc3cc(Cl)c4ncc(C#N)c(Nc5ccc(F)c(Cl)c5)c4c3)nn2)CC1,,,2.15518416,2.374445884,1.290195829,0.644438589,,
CCN1CCCC(NC(=O)Nc2cccc3cc[nH]c23)C1=O,OADMET-0005550,5.0,,,,,,
CCN1CCCC1CN(Cc1ccc(O)cc1)C(=O)c1nccc2ccsc12,OADMET-0005716,4.51,,,,,,
CCN1CCCCC1CNc1ncc(C#N)c(N)n1,OADMET-0001078,2.93,,,,,,
CCN1CCCN(C(=O)Nc2ccc(COC3CCCC3)cc2)CC1,,,0.800854492,2.457959064,0.961726233,,,
CCN1CCN(C(=O)C(C)(C)c2csc(-c3c(Cl)cccc3Cl)n2)CC1=O,OADMET-0003230,5.29,,,,,,
CCN1CCN(C(=O)CNc2ncnc3onc(C)c23)CC1,,,0.675686709,1.027920136,0.565635584,,,
CCN1CCN(C(=O)NC(C)c2nncn2CCCOC)CC1,OADMET-0001266,2.79,,,,,,
CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1.CS(=O)(=O)O,,,2.111810079,2.028742009,1.788301402,1.683047038,,
CCN1CCN(S(=O)(=O)Cc2ccc(Cl)c(Cl)c2)CC1,,,1.917836225,3.159066443,-0.38705313,1.409764104,1.249124949,1.071845201
CCN1CCN(S(=O)(=O)c2c[nH]c(C(C)C)n2)c2ccccc21,,,2.412445427,2.393736608,1.305650441,,,
CCN1CCN(c2ccc(NC(=O)c3ncoc3-c3ccc4ccccc4c3)cc2)CC1,,,1.281056105,2.471762431,,0.008600172,,
CCN1CCN(c2ccc(Nc3ncnc4sccc34)cc2)CC1,,,0.675686709,1.791978213,0.080452761,,,
CCN1CCOC(C(=O)N2CCC(c3cn[nH]c3)CC2)C1,,,0.675686709,,0.545609844,,,
CCN1CCc2c(sc(NC(=O)CS(=O)(=O)c3ccccc3)c2-c2nc3ccccc3s2)C1,,,1.854977534,2.638016249,,,,
CCN1CCc2cc(-c3nc4nccc(C#N)c4[nH]3)ccc21,OADMET-0002841,5.45,,,,,,
CCN1CCc2nc(NC(=O)Cc3ccc(Cl)cc3)sc2C1,,,1.064570292,1.027920136,0.007508291,1.668012972,,
CCN1CCc2ncnc(N(C)Cc3ccc4c(c3)OCCO4)c2C1,,,2.057434063,2.65121112,-0.104246303,1.589949601,,
CCN1CCc2ncnc(N3CCNc4ccccc4C3)c2C1,,,0.675686709,2.022622173,0.251420912,1.716587578,,
CCN1N=C(c2ccccc2)C(C(=O)Nc2ccccc2F)C1=O,OADMET-0006052,4.6,,,,,,
CCN1[C@@H]2CCCC[C@@]2(C(=O)NCCCN2CCCC2=O)CCS1(=O)=O,OADMET-0001445,4.36,,,,,,
CCN1c2ccccc2N(CC(=O)N2CCCc3ccccc32)S1(=O)=O,OADMET-0003433,5.83,,,,,,
CCNC(=O)C(c1cccc(OCC)c1)N1CC2CN(C(=O)CCSC)CC2C1,OADMET-0005551,5.3,,,,,,
CCNC(=O)C1CN(c2cccc(C#N)n2)C1,,,0.675686709,1.027920136,0.315174587,1.632558515,,
CCNC(=O)C1CN(c2nc(C3CC3)nc3c2CCC3)C1,,,0.675686709,1.299572667,1.370969319,1.653212514,,
CCNC(=O)CN(C)C(C(=O)OC)c1ccccc1C(F)(F)F,OADMET-0005483,5.17,,,,,,
CCNC(=O)N1CCC(c2nc(-c3ccccc3)no2)CC1,,,0.675686709,1.650822153,-0.07529868,1.722551662,,
CCNC(=O)N1CCC2(CCc3ccccc3O2)CC1,,,0.794069584,2.946536266,-0.132461438,1.824321125,,
CCNC(=O)N1CCc2nc3ccc(F)cn3c(=O)c2C1,,,0.675686709,1.027920136,1.014399318,1.760949951,,
CCNC(=O)c1cc(C2CC2)nc2c1c(C)nn2-c1ccccn1,,,1.412443747,1.849259672,0.577752368,1.732876041,,
CCNC(=O)c1cc(N2CCC(N3CCCC3=O)CC2)ccn1,,,0.675686709,1.027920136,,,,
CCNC(=O)c1ccc(-c2cc(C)cc(OC)c2OC)nc1,,,0.675686709,1.969075613,-0.000886,1.541204691,,
CCNC(=O)c1ccc(CNC(=O)CN(C(=O)CC2OCCc3ccsc32)C2CC2)cc1,OADMET-0005560,4.8,,,,,,
CCNC(=O)c1ccc(CS(C)(=O)=O)cc1,,,0.675686709,1.314920056,0.419051029,1.611723308,,
CCNC(=O)c1ccnc(-c2ccc(F)c(C)c2)c1,,,2.088564854,3.029882321,,1.452706227,,
CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,,,1.588831726,2.544740609,,,,
CCNC1=N[C@@H]2[C@@H](O)[C@@H](O)[C@H](CO)O[C@@H]2S1,,,0.675686709,1.027920136,,,,
CCNCc1ccncc1,OADMET-0002134,2.85,,,,,,
CCNS(=O)(=O)c1ccc(F)c(C(=O)N2CCN(Cc3cccc(Cl)c3)C(=O)C2)c1,OADMET-0004697,5.03,,,,,,
CCNS(=O)(=O)c1ccc2c(c1)N(C(=O)C1CCc3cccnc31)CC2,OADMET-0003221,5.74,,,,,,
CCNc1cc(N2CCCC(CCC(=O)N3CCN(C(=O)OCC)CC3)C2)ncn1,OADMET-0001401,3.49,,,,,,
CCNc1cc2c(nn1)CCN(C(=O)Cn1ccc3ccccc31)C2,,,0.675686709,1.969178197,,,,
CCNc1ccc(S(=O)(=O)C(F)F)cc1NC(=O)c1cnc2snc(C)c2c1,OADMET-0005214,5.12,,,,,,
CCNc1ccnc(-c2cccc(C(=O)NCCCc3cnn(C)c3)c2)n1,,,1.416474079,2.80180283,1.593589228,,,
CCNc1ccnc(N(C)Cc2nc3ccccc3n2C)n1,,,1.469100046,2.637424681,0.107651415,1.567849451,,
CCNc1nc(-c2cccnc2)nc(C)c1C,,,1.69634765,1.843768306,-0.239057038,,,
CCNc1ncc(C(=O)N2C[C@@H](NS(C)(=O)=O)[C@H](C(C)C)C2)cn1,OADMET-0001040,3.08,,,,,,
CCNc1ncc(CN2CCC(C(=O)O)CC2)cn1,OADMET-0001232,3.35,,,,,,
CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,OADMET-0003664,3.4,,,,,,
CCOC(=O)C(Cc1ccccc1)N(C(=O)c1cncc(Cl)c1)C1CC1,OADMET-0002584,5.62,,,,,,
CCOC(=O)C1(Cc2cc(-c3ccc(F)cc3)no2)CCN(Cc2ccccc2O)CC1,,,2.190611798,2.897525378,0.333624388,0.84135947,,
CCOC(=O)C1(Cc2cc(-c3cccc(F)c3)no2)CCN(Cc2ccccc2O)CC1,,,,,,-0.167491087,,
CCOC(=O)C1(F)CN(c2ncnc3[nH]cc(CC)c23)CC12COC2,OADMET-0002881,1.76,,,,,,
CCOC(=O)C1(c2cn(Cc3nn(C)c4c3CCC4)nn2)CCC1,OADMET-0003214,5.66,,,,,,
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,OADMET-0003626,5.88,,,,,,
CCOC(=O)C1CCN(C(=O)c2cc3occc3c(Nc3ccc(F)cc3)n2)CC1,,,,,0.121760984,-0.055517328,,
CCOC(=O)CCN1CCC=C(Br)C1,,,,,-0.204264727,,,
CCOC(=O)CNC(=O)c1ccc(O)cc1O,,,1.535686454,2.05592086,-0.152155262,1.559188189,,
CCOC(=O)Cc1c(C)[nH]c2c(-c3ccccc3)cnn2c1=O,,,0.7930916,1.95240494,1.254105924,1.173768823,,
CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,OADMET-0003567,5.24,,,,,,
CCOC(=O)N1CCC(C(=O)Nc2cccc(C)c2)CC1,,,,,,1.750354089,,
CCOC(=O)N1CCC(NCc2n[nH]c(N)n2)CC1,OADMET-0001032,2.5,,,,,,
CCOC(=O)N1CCC(Nc2nc3ccccc3s2)CC1,,,0.914660431,2.467858104,-0.090177348,1.691965103,,
CCOC(=O)N1CCN(C(=O)C2CCN(c3cc(Oc4ccc(CC)cc4)ncn3)CC2)CC1,OADMET-0001384,1.71,,,,,,
CCOC(=O)N1CCN(C(=O)CSCc2ccc(Cl)cc2)CC1,OADMET-0001961,3.92,,,,,,
CCOC(=O)N1CCN(C(=O)Nc2cccc3c2CCCC3)CC1,,,1.575753445,2.595324234,0.225785048,1.712902125,,
CCOC(=O)N1CCN(C(=O)c2ccc(Cl)c(S(=O)(=O)N3CCOCC3)c2)CC1,OADMET-0002036,4.09,,,,,,
CCOC(=O)N1CCN(C(=O)c2ccc3c(c2)OCO3)CC1,,,0.675686709,2.04821644,-0.086383416,1.724521627,,
CCOC(=O)N1CCNCC1,OADMET-0002152,2.85,,,,,,
CCOC(=O)N1CCc2cc(NC(=O)c3oc(C)cc3C)ccc21,,,1.060017543,2.072610128,,,,
CCOC(=O)N1CSCC1C(=O)NC1CC=C(c2ccc(F)cc2)CC1,OADMET-0005141,4.8,,,,,,
CCOC(=O)N1CSCC1C(=O)O,OADMET-0003537,1.77,,,,,,
CCOC(=O)Nc1cc(-c2ccc(C)c(NS(C)(=O)=O)c2)nn2c(C)nnc12,,,0.845903839,2.094921611,1.453615476,1.710963119,,
CCOC(=O)Nc1ccc2c(c1)N(C(=O)CN(CC)CC)c1ccccc1CC2,,,1.652604075,2.556304914,1.33702227,1.9364132,,
CCOC(=O)[C@H]1CCC[C@H]1NC(=O)c1n[nH]c2nc[nH]c(=O)c12,OADMET-0003076,3.86,,,,,,
CCOC(=O)c1c(C)[nH]c(CN(Cc2ccccc2)C(=O)c2ccccc2Cl)c1C,,,2.492268562,3.172363536,0.330171683,0.711807229,,
CCOC(=O)c1c(C)n(C)c2ccc(O)cc12,,,1.488353265,2.220701567,,,,
CCOC(=O)c1c(NC(=O)CN(C)Cc2ccon2)sc(C(N)=O)c1C,OADMET-0006040,5.3,,,,,,
CCOC(=O)c1c(Nc2ccccc2)sc(C=O)c1Cl,OADMET-0001514,4.53,,,,,,
CCOC(=O)c1cc2ccccc2n1CC(=O)c1ccc(F)cc1,,,2.878301145,3.277170803,-0.178961448,0.816903839,,
CCOC(=O)c1ccc(-n2cc(Cc3cnc(OCC)nc3)c(=O)nc2SCc2ccc(F)cc2)cc1,,,1.963367491,3.558861267,1.318948109,,,
CCOC(=O)c1ccc(CNC(=O)N2CCc3[nH]c(-c4ccccc4)nc3C2)cc1,OADMET-0001469,4.34,,,,,,
CCOC(=O)c1ccc(N2CCSCC2)nc1,,,2.613674835,3.474911453,-0.509552116,,,
CCOC(=O)c1ccc(N2CCc3ccccc3C2C)nc1,OADMET-0005244,4.81,,,,,,
CCOC(=O)c1ccc(NC(=O)CC2CCCCN(C)C2=O)cc1,OADMET-0001424,4.98,,,,,,
CCOC(=O)c1ccc(NC(=O)Cn2cnc3ccccc32)cc1,,,0.847202364,2.716877733,0.631818494,1.264817823,,
CCOC(=O)c1ccc(OCC(=O)c2c[nH]c3ccccc23)cc1,,,,,-0.341226036,-0.161150909,,
CCOC(=O)c1ccc(S(=O)(=O)N2CCc3cc(C(=O)OC)ccc32)cc1,,,,,,-0.080921908,,
CCOC(=O)c1cccc(N)c1,OADMET-0002066,2.69,,,,,,
CCOC(=O)c1cccc(NC(=O)COc2ccc([N+](=O)[O-])cc2)c1,OADMET-0001955,4.57,,,,,,
CCOC(=O)c1cccc(Nc2c(C(=O)N3CCSCC3)cnc3nc(C)ccc23)c1,OADMET-0001365,4.8,,,,,,
CCOC(=O)c1cccc2nc(C=O)c([N+](=O)[O-])n12,OADMET-0001540,3.37,,,,,,
CCOC(=O)c1cccnc1-c1ccc2[nH]ccc2c1,,,1.936523795,2.842059159,-0.222648727,1.565847819,,
CCOC(=O)c1cccnc1-c1cccc2ccnn12,,,0.675686709,1.903442708,-0.163322864,1.660675788,,
CCOC(=O)c1cccnc1SCc1cccnc1,,,2.46652954,3.099884622,-0.189637188,,,
CCOC(=O)c1cnc(NC2C(=O)NCC2(CC)CC)s1,OADMET-0003310,5.64,,,,,,
CCOC(=O)c1csc(C2CCCN2C(=O)Nc2ccc(C(C)(C)C)cc2)n1,OADMET-0002827,5.91,,,,,,
CCOC(=O)c1oc2ccc(S(=O)(=O)N(C)Cc3c(C)noc3C)cc2c1C,OADMET-0003224,4.12,,,,,,
CCOC(=S)SCC(=O)Nc1nc(-c2ccc(C3CCCCC3)cc2)cs1,,,2.426057211,3.144022817,-0.640244847,0.338456494,,
CCOC(C)C(=O)N1CCC(n2c(=O)[nH]c3ccccc32)CC1,,,0.675686709,1.879800964,,1.810568529,,
CCOC(C)c1nc(-c2cn(C)nc2C)n(-c2ccc(C(C)C)cc2)n1,OADMET-0005336,4.75,,,,,,
CCOC(C)c1nc(C(NC(=O)OC(C)(C)C)c2ccccc2)no1,OADMET-0002606,5.33,,,,,,
CCOC(CS(=O)(=O)N1CCCN(c2ccc(F)c(F)c2)CC1)C1CC1,OADMET-0003419,5.68,,,,,,
CCOC(Cn1cc(-c2ccc(C)c(Cl)c2)nn1)OCC,OADMET-0002564,5.52,,,,,,
CCOC1(C)CCN(C(=O)N(C)Cc2ccccc2)CC1,OADMET-0005877,4.44,,,,,,
CCOC1CC(CC(=O)N2CCCCC2Cc2ccc(O)cc2)C1,OADMET-0005222,5.48,,,,,,
CCOC1CC(N(C)CC(=O)Nc2nccs2)C12CCCCC2,OADMET-0003208,5.13,,,,,,
CCOC1CC(NC(=O)c2ccnc(-n3cccn3)c2)C12CCCC2,OADMET-0005951,4.8,,,,,,
CCOC1CC(O)(CNC(=O)c2ccc(C)c(OC)c2)C1(C)C,OADMET-0005854,3.96,,,,,,
CCOC1CC(O)(CNC(=O)c2cnnn2-c2c(Cl)cccc2Cl)C1(C)C,OADMET-0004708,4.97,,,,,,
CCOC1CC(O)(CNc2nc(-c3cccnc3)nc3ccccc23)C1(C)C,OADMET-0004679,5.23,,,,,,
CCOC1CCN(C(=O)Cn2c(=O)[nH]c3ccccc32)CC1,,,0.675686709,1.305566314,1.226891433,1.675136504,,
CCOC1CCN(c2ccnc(C(=O)NCc3ccccc3)c2)CC1,,,1.261405627,2.591440833,-0.311652863,,,
CCOCC(=O)N1CCC(C(=O)N2CCCC(O)CC2)CC1,OADMET-0001199,2.53,,,,,,
CCOCC(=O)N1CCC2(CCc3ccccc3O2)CC1,,,1.011908613,2.912676313,-0.135734794,1.533263517,,
CCOCC(=O)NC1CCN(c2cnn(CC)c(=O)c2)CC1,OADMET-0001471,1.73,,,,,,
CCOCC(=O)NCc1cc(C2CC2)n(C2CCCC2)n1,,,1.340741475,2.421750312,-0.114810987,1.57818061,,
CCOCC(=O)Nc1cccc(CN2CCCC2)c1,,,1.177478783,2.700245823,0.363116742,,,
CCOCC1(c2nc(C(Oc3ccc(Br)cc3)C(C)C)no2)CC1,OADMET-0005017,5.14,,,,,,
CCOCCC(=O)N1CCC2(CCCN(C)CC2)CC1,,,0.675686709,1.485210191,0.465281188,,,
CCOCCC1(CN(Cc2cc[nH]n2)c2ncnc(C)c2F)CC1,OADMET-0004740,4.81,,,,,,
CCOCCCNC(=O)CN1C(=O)C(Oc2ccc(F)cc2)C12CCCCC2,OADMET-0001436,5.35,,,,,,
CCOCCCNC(=O)N1CCC(Cc2nnc(-c3ccccc3)[nH]2)CC1,OADMET-0001427,4.79,,,,,,
CCOCCCNC(=O)N1CCC(OC2CCN(Cc3ccccc3)CC2)CC1,OADMET-0001404,4.09,,,,,,
CCOCCNC(=O)c1cccc(-c2cc(F)ccc2OC)c1,,,2.115364175,2.913366617,-0.279460693,,,
CCOCc1ccc(NC(=O)c2ccc(C(F)(F)F)c(F)c2)cc1,OADMET-0002644,2.0,,,,,,
CCONC(=O)C(CC)n1nnc(-c2ccc(Cl)cc2)n1,OADMET-0005189,4.37,,,,,,
CCONC(=O)Cc1coc2c(C)c(C)ccc12,,,1.952898946,3.024431891,,1.534026106,,
CCONC(=O)c1cncn1-c1ccc(F)cc1,,,0.675686709,1.027920136,0.349871015,1.681693392,,
CCONC(=O)c1cnn(-c2cccc(Cl)c2)c1,,,1.542613828,2.649659971,,1.613101517,,
CCONC(=O)c1sc(C)nc1C,,,0.675686709,1.027920136,-0.10351373,1.462397998,,
CCOP(=O)(OCC)C(=Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)P(=O)(OCC)OCC,OADMET-0002337,6.87,,,,,,
CCO[C@H]1CCN(C(=O)Cc2cc(-c3ccccc3)on2)C1,OADMET-0005267,4.24,,,,,,
CCO[C@H]1CN(C)C[C@@H]1NC(=O)c1cc(=O)cc(C)o1,OADMET-0000975,3.28,,,,,,
CCOc1c(CN(C)Cc2nc(C(N)=O)no2)cccc1OC,OADMET-0001284,3.35,,,,,,
CCOc1c(Cl)cc(C(=O)NC(C)c2noc(-c3ccccc3)n2)cc1OC,OADMET-0005986,4.63,,,,,,
CCOc1c2c(c(OCC)c3ccccc13)C(=O)N(c1ccc(CC(=O)NS(=O)(=O)c3ccccc3)cc1)C2,,,0.675686709,1.237895455,0.462650421,,,
CCOc1cc(-c2nnc(NC(=O)c3cccc(C(F)(F)F)c3)o2)cc(OCC)c1OCC,,,0.881384657,1.242429196,,,,
CCOc1cc(=O)c(C(=O)N2CCN(CC(C)C)CC2)nn1-c1ccc(C)cc1,OADMET-0001391,4.33,,,,,,
CCOc1cc(C)nc(N2CCN(C(=O)c3ccn(-c4ccccc4)n3)CC2)n1,OADMET-0005037,4.09,,,,,,
CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,,,1.581926914,2.339360001,1.457674686,,0.106870544,-0.063486258
CCOc1cc(CN2CCc3c(N)nc(N4CCCC4)nc3C2)ccc1OC,,,1.424669336,2.447449531,1.220981453,,,
CCOc1cc(CNc2ccc(N3CCOCC3)c(C(=O)O)c2)cc(Cl)c1OC,,,1.32407658,2.187043863,,1.356599436,,
CCOc1cc(N(C)CC2CCN(C)CC2)ncn1,,,1.303044784,2.748801035,0.191139745,,,
CCOc1cc(N2CCC(Cc3c[nH]cn3)CC2)nc(C)n1,OADMET-0005457,4.59,,,,,,
CCOc1cc(N2CCOC3(CCCC3)C2)ncn1,,,1.572999317,2.800129146,-0.237487215,,,
CCOc1cc(N2CCc3nc[nH]c3C2)ncn1,,,0.675686709,1.890856771,,,,
CCOc1cc(NC(=O)c2cc(C)cc3ccncc23)cc(OCC)c1,OADMET-0002556,5.6,,,,,,
CCOc1cc(NC2CCN(C(=O)C3CCc4cccnc43)CC2)ncn1,OADMET-0003323,2.69,,,,,,
CCOc1cc2c(cc1CCC(=O)N1CCC(Cc3ncncc3C(N)=O)CC1)CCC2,,,2.751297584,3.217347844,,1.876275589,,
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,OADMET-0003789,3.24,,,,,,
CCOc1cc2nn(CCC(C)(C)O)cc2cc1NC(=O)c1cccc(C(F)F)n1,,,0.675686709,1.027920136,1.040780099,0.550228353,0.099680641,0.268343914
CCOc1ccc(-c2cc(CCCC(=O)Nc3cc(C)cc(C)c3)no2)cc1,OADMET-0001481,4.41,,,,,,
CCOc1ccc(-c2ccccc2NC(=O)COC)cc1,,,2.59989944,3.62353676,-0.396946441,1.571242851,,
CCOc1ccc(-c2cn(CCC3CCCO3)nn2)cc1,OADMET-0005369,4.15,,,,,,
CCOc1ccc(-c2csc(N)n2)cc1,,,2.008761938,2.528736778,-0.24258264,0.8162413,,
CCOc1ccc(C(=O)Cn2c(=O)n(-c3ccc(F)cc3)c3nc(C)nc(C(N)=O)c32)cc1,,,,,-0.033308388,-0.408935393,,
CCOc1ccc(C(=O)N(C)CCc2ccc(O)c(OC)c2)cc1C,OADMET-0006057,4.48,,,,,,
